cell,dataset,partition,threat,strength,flip_rate,seed,arm,final_acc,delta_acc,gap,recovery,auroc,rounds_to_target,n_excluded_pairs,false_excl_pairs,excl_precision,excl_clients,false_excl_clients
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,oracle_excl,0.627125,0.071125,0.071125,1.0,,71.0,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,random_excl,0.559875,0.003874999999999962,0.071125,0.05448154657293444,,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,flirds_gate_v1,0.6065,0.05049999999999999,0.071125,0.7100175746924428,0.9924337957124842,100.0,481.0,158.0,0.6715176715176715,92.0,53.0
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,flirds_gate_v2,0.564125,0.008124999999999938,0.071125,0.11423550087873376,0.8083228247162674,108.0,4242.0,1246.0,0.7062706270627063,52.0,18.0
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,flirds_zgate_v2,0.588875,0.03287499999999999,0.071125,0.46221441124780305,0.9899117276166456,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,flirds_gatew_v2,0.59375,0.03774999999999995,0.071125,0.5307557117750433,0.667927700714586,101.0,3920.0,1292.0,0.6704081632653062,51.0,21.0
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,flirds_gatew_v1,0.536,-0.020000000000000018,0.071125,-0.28119507908611624,0.94619588062211,89.0,392.0,127.0,0.6760204081632653,87.0,48.0
cifar10_dir1_label-flip_fr0.70_g_seed0,cifar10,dir1,label_flip,main,0.7,0,flirds_mult,0.5995,0.04349999999999998,0.071125,0.6115992970123021,0.8675914249684742,100.0,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,vanilla,0.499125,0.0,0.12225000000000003,0.0,,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,oracle_excl,0.621375,0.12225000000000003,0.12225000000000003,1.0,,77.0,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,random_excl,0.507125,0.008000000000000063,0.12225000000000003,0.06543967280163648,,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,flirds_gate_v1,0.5525,0.053375000000000006,0.12225000000000003,0.4366053169734151,0.9731570512820513,,524.0,126.0,0.7595419847328244,90.0,42.0
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,flirds_gate_v2,0.569,0.06987499999999996,0.12225000000000003,0.571574642126789,0.8293269230769231,,5177.0,865.0,0.8329148155302298,58.0,12.0
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,flirds_zgate_v2,0.496375,-0.0027499999999999747,0.12225000000000003,-0.02249488752556216,0.984375,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,flirds_gatew_v2,0.578375,0.07924999999999999,0.12225000000000003,0.6482617586912063,0.7824519230769231,,5358.0,1539.0,0.7127659574468085,65.0,23.0
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,flirds_gatew_v1,0.541,0.04187500000000005,0.12225000000000003,0.34253578732106377,0.9567307692307692,,449.0,104.0,0.7683741648106904,85.0,37.0
cifar10_dir1_label-flip_fr0.70_g_seed1,cifar10,dir1,label_flip,main,0.7,1,flirds_mult,0.5755,0.07637500000000003,0.12225000000000003,0.6247443762781187,0.9338942307692307,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,vanilla,0.518875,0.0,0.10350000000000004,0.0,,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,oracle_excl,0.622375,0.10350000000000004,0.10350000000000004,1.0,,73.0,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,random_excl,0.4385,-0.08037499999999997,0.10350000000000004,-0.7765700483091782,,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,flirds_gate_v1,0.587,0.06812499999999999,0.10350000000000004,0.6582125603864731,0.9975913287836211,,527.0,128.0,0.7571157495256167,91.0,44.0
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,flirds_gate_v2,0.5805,0.06162500000000004,0.10350000000000004,0.5954106280193239,0.7539140907266157,,6075.0,1895.0,0.6880658436213992,67.0,24.0
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,flirds_zgate_v2,0.5165,-0.002375000000000016,0.10350000000000004,-0.02294685990338179,1.0,,,,,,
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,flirds_gatew_v2,0.570875,0.052000000000000046,0.10350000000000004,0.5024154589371983,0.7145724608590928,,5308.0,1557.0,0.7066691785983421,62.0,22.0
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,flirds_gatew_v1,0.566875,0.04800000000000004,0.10350000000000004,0.4637681159420292,0.9735046166198315,,470.0,107.0,0.7723404255319148,84.0,37.0
cifar10_dir1_label-flip_fr0.70_g_seed2,cifar10,dir1,label_flip,main,0.7,2,flirds_mult,0.585875,0.06700000000000006,0.10350000000000004,0.6473429951690824,0.9706945002007227,,,,,,
cifar10_iid_clean_g_seed0,cifar10,iid,clean,main,,0,vanilla,0.649125,0.0,,,,65.0,,,,,
cifar10_iid_clean_g_seed0,cifar10,iid,clean,main,,0,flirds_gate_v1,0.64375,-0.005374999999999908,,,,67.0,383.0,383.0,0.0,92.0,92.0
cifar10_iid_clean_g_seed0,cifar10,iid,clean,main,,0,flirds_gate_v2,0.645375,-0.00374999999999992,,,,63.0,450.0,450.0,0.0,13.0,13.0
cifar10_iid_clean_g_seed0,cifar10,iid,clean,main,,0,flirds_zgate_v2,0.6455,-0.0036249999999999893,,,,61.0,,,,,
cifar10_iid_clean_g_seed0,cifar10,iid,clean,main,,0,flirds_gatew_v2,0.636875,-0.012249999999999983,,,,67.0,643.0,643.0,0.0,19.0,19.0
cifar10_iid_clean_g_seed0,cifar10,iid,clean,main,,0,flirds_gatew_v1,0.6455,-0.0036249999999999893,,,,67.0,313.0,313.0,0.0,90.0,90.0
cifar10_iid_clean_g_seed0,cifar10,iid,clean,main,,0,flirds_mult,0.646875,-0.0022499999999999742,,,,64.0,,,,,
cifar10_iid_clean_g_seed1,cifar10,iid,clean,main,,1,vanilla,0.64825,0.0,,,,62.0,,,,,
cifar10_iid_clean_g_seed1,cifar10,iid,clean,main,,1,flirds_gate_v1,0.6395,-0.008750000000000036,,,,66.0,363.0,363.0,0.0,91.0,91.0
cifar10_iid_clean_g_seed1,cifar10,iid,clean,main,,1,flirds_gate_v2,0.64875,0.000500000000000056,,,,66.0,651.0,651.0,0.0,16.0,16.0
cifar10_iid_clean_g_seed1,cifar10,iid,clean,main,,1,flirds_zgate_v2,0.650125,0.00187499999999996,,,,63.0,,,,,
cifar10_iid_clean_g_seed1,cifar10,iid,clean,main,,1,flirds_gatew_v2,0.646625,-0.0016249999999999876,,,,67.0,746.0,746.0,0.0,18.0,18.0
cifar10_iid_clean_g_seed1,cifar10,iid,clean,main,,1,flirds_gatew_v1,0.614875,-0.033375000000000044,,,,66.0,318.0,318.0,0.0,91.0,91.0
cifar10_iid_clean_g_seed1,cifar10,iid,clean,main,,1,flirds_mult,0.648125,-0.00012500000000004174,,,,63.0,,,,,
cifar10_iid_clean_g_seed2,cifar10,iid,clean,main,,2,vanilla,0.648875,0.0,,,,62.0,,,,,
cifar10_iid_clean_g_seed2,cifar10,iid,clean,main,,2,flirds_gate_v1,0.641125,-0.007750000000000035,,,,64.0,381.0,381.0,0.0,91.0,91.0
cifar10_iid_clean_g_seed2,cifar10,iid,clean,main,,2,flirds_gate_v2,0.63425,-0.014624999999999999,,,,65.0,583.0,583.0,0.0,18.0,18.0
cifar10_iid_clean_g_seed2,cifar10,iid,clean,main,,2,flirds_zgate_v2,0.648625,-0.00024999999999997247,,,,62.0,,,,,
cifar10_iid_clean_g_seed2,cifar10,iid,clean,main,,2,flirds_gatew_v2,0.64025,-0.008624999999999994,,,,62.0,547.0,547.0,0.0,16.0,16.0
cifar10_iid_clean_g_seed2,cifar10,iid,clean,main,,2,flirds_gatew_v1,0.641375,-0.007499999999999951,,,,66.0,311.0,311.0,0.0,91.0,91.0
cifar10_iid_clean_g_seed2,cifar10,iid,clean,main,,2,flirds_mult,0.645,-0.003874999999999962,,,,62.0,,,,,
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,vanilla,0.609875,0.0,0.02475000000000005,0.0,,111.0,,,,,
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,oracle_excl,0.634625,0.02475000000000005,0.02475000000000005,1.0,,69.0,,,,,
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,random_excl,0.6035,-0.0063749999999999085,0.02475000000000005,-0.25757575757575335,,118.0,,,,,
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,flirds_gate_v1,0.60475,-0.005124999999999935,0.02475000000000005,-0.20707070707070405,1.0,68.0,603.0,123.0,0.7960199004975125,85.0,45.0
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,flirds_gate_v2,0.625625,0.015750000000000042,0.02475000000000005,0.6363636363636368,0.9333333333333333,71.0,4261.0,176.0,0.9586951419854495,45.0,5.0
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,flirds_zgate_v2,0.6055,-0.004374999999999907,0.02475000000000005,-0.17676767676767263,0.9,114.0,,,,,
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,flirds_gatew_v2,0.62725,0.01737500000000003,0.02475000000000005,0.7020202020202018,0.9166666666666666,69.0,4301.0,215.0,0.9500116252034411,47.0,7.0
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,flirds_gatew_v1,0.61775,0.007875000000000076,0.02475000000000005,0.3181818181818206,1.0,74.0,574.0,94.0,0.8362369337979094,89.0,49.0
cifar10_iid_free-rider_g_seed0,cifar10,iid,free_rider,main,,0,flirds_mult,0.627875,0.018000000000000016,0.02475000000000005,0.7272727272727264,0.4645833333333333,83.0,,,,,
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,vanilla,0.603125,0.0,0.03374999999999995,0.0,,108.0,,,,,
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,oracle_excl,0.636875,0.03374999999999995,0.03374999999999995,1.0,,63.0,,,,,
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,random_excl,0.603625,0.0004999999999999449,0.03374999999999995,0.014814814814813207,,106.0,,,,,
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,flirds_gate_v1,0.63125,0.028124999999999956,0.03374999999999995,0.8333333333333334,1.0,70.0,595.0,116.0,0.8050420168067227,87.0,47.0
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,flirds_gate_v2,0.6355,0.03237499999999993,0.03374999999999995,0.9592592592592587,0.85,70.0,4382.0,401.0,0.9084892743039708,49.0,9.0
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,flirds_zgate_v2,0.60575,0.0026249999999999885,0.03374999999999995,0.07777777777777756,0.9166666666666666,110.0,,,,,
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,flirds_gatew_v2,0.63525,0.03212499999999996,0.03374999999999995,0.9518518518518522,0.9166666666666666,69.0,4105.0,168.0,0.959074299634592,46.0,6.0
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,flirds_gatew_v1,0.630375,0.027249999999999996,0.03374999999999995,0.8074074074074086,1.0,72.0,573.0,94.0,0.8359511343804538,87.0,47.0
cifar10_iid_free-rider_g_seed1,cifar10,iid,free_rider,main,,1,flirds_mult,0.62025,0.017124999999999946,0.03374999999999995,0.5074074074074066,0.38708333333333333,79.0,,,,,
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,vanilla,0.611875,0.0,0.023500000000000076,0.0,,102.0,,,,,
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,oracle_excl,0.635375,0.023500000000000076,0.023500000000000076,1.0,,66.0,,,,,
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,random_excl,0.588625,-0.023249999999999993,0.023500000000000076,-0.9893617021276561,,,,,,,
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,flirds_gate_v1,0.62675,0.014875000000000083,0.023500000000000076,0.6329787234042568,1.0,71.0,616.0,126.0,0.7954545454545454,86.0,46.0
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,flirds_gate_v2,0.631375,0.019500000000000073,0.023500000000000076,0.8297872340425536,0.8666666666666667,65.0,4365.0,352.0,0.9193585337915234,48.0,8.0
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,flirds_zgate_v2,0.61375,0.001875000000000071,0.023500000000000076,0.07978723404255596,0.8333333333333334,108.0,,,,,
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,flirds_gatew_v2,0.6325,0.020625000000000004,0.023500000000000076,0.8776595744680824,0.8666666666666667,65.0,4319.0,315.0,0.9270664505672609,48.0,8.0
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,flirds_gatew_v1,0.6265,0.014624999999999999,0.023500000000000076,0.6223404255319128,1.0,71.0,583.0,93.0,0.8404802744425386,86.0,46.0
cifar10_iid_free-rider_g_seed2,cifar10,iid,free_rider,main,,2,flirds_mult,0.6295,0.017625000000000002,0.023500000000000076,0.7499999999999977,0.35791666666666666,75.0,,,,,
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,vanilla,0.610875,0.0,0.02387500000000009,0.0,,111.0,,,,,
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,oracle_excl,0.63475,0.02387500000000009,0.02387500000000009,1.0,,65.0,,,,,
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,random_excl,0.60375,-0.007124999999999937,0.02387500000000009,-0.29842931937172396,,116.0,,,,,
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,flirds_gate_v1,0.6195,0.008625000000000105,0.02387500000000009,0.36125654450262085,0.9833333333333333,96.0,409.0,172.0,0.5794621026894865,94.0,54.0
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,flirds_gate_v2,0.6105,-0.0003749999999999032,0.02387500000000009,-0.015706806282718398,0.8683333333333334,87.0,2992.0,326.0,0.891042780748663,44.0,9.0
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,flirds_zgate_v2,0.60625,-0.00462499999999999,0.02387500000000009,-0.19371727748690984,0.87625,112.0,,,,,
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,flirds_gatew_v2,0.6295,0.018625000000000003,0.02387500000000009,0.7801047120418819,0.9666666666666667,72.0,3044.0,18.0,0.9940867279894875,40.0,2.0
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,flirds_gatew_v1,0.631875,0.02100000000000002,0.02387500000000009,0.8795811518324582,1.0,76.0,315.0,95.0,0.6984126984126984,84.0,44.0
cifar10_iid_frrand_g_seed0,cifar10,iid,frrand,main,,0,flirds_mult,0.62775,0.016875000000000084,0.02387500000000009,0.7068062827225139,0.46291666666666664,83.0,,,,,
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,vanilla,0.25875,0.0,0.375875,0.0,,,,,,,
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,oracle_excl,0.634625,0.375875,0.375875,1.0,,69.0,,,,,
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,random_excl,0.2655,0.006750000000000034,0.375875,0.017958097771865737,,,,,,,
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,flirds_gate_v1,0.583625,0.32487499999999997,0.375875,0.8643165946125706,1.0,62.0,674.0,207.0,0.6928783382789317,98.0,58.0
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,flirds_gate_v2,0.6285,0.36974999999999997,0.375875,0.9837046890588625,1.0,58.0,4942.0,821.0,0.8338729259409146,51.0,11.0
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,flirds_zgate_v2,0.297,0.038250000000000006,0.375875,0.10176255404057201,1.0,,,,,,
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,flirds_gatew_v2,0.613625,0.354875,0.375875,0.944130362487529,1.0,87.0,4471.0,407.0,0.9089689107582196,49.0,9.0
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,flirds_gatew_v1,0.583625,0.32487499999999997,0.375875,0.8643165946125706,1.0,69.0,632.0,162.0,0.7436708860759493,94.0,54.0
cifar10_iid_grad-noise_g_seed0,cifar10,iid,grad_noise,main,,0,flirds_mult,0.551875,0.293125,0.375875,0.779847023611573,1.0,,,,,,
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,vanilla,0.25175,0.0,0.385125,0.0,,,,,,,
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,oracle_excl,0.636875,0.385125,0.385125,1.0,,63.0,,,,,
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,random_excl,0.274375,0.022625000000000006,0.385125,0.058747160012982816,,,,,,,
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,flirds_gate_v1,0.57475,0.323,0.385125,0.8386887374229147,1.0,86.0,668.0,198.0,0.7035928143712575,96.0,56.0
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,flirds_gate_v2,0.590125,0.33837500000000004,0.385125,0.8786108406361572,1.0,68.0,5153.0,1161.0,0.7746943528041917,57.0,17.0
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,flirds_zgate_v2,0.33625,0.08450000000000002,0.385125,0.21940928270042198,1.0,,,,,,
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,flirds_gatew_v2,0.61525,0.3635,0.385125,0.9438493995456021,1.0,68.0,4691.0,712.0,0.8482199957365167,52.0,12.0
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,flirds_gatew_v1,0.5775,0.32575000000000004,0.385125,0.8458292762090232,1.0,86.0,661.0,191.0,0.7110438729198184,96.0,56.0
cifar10_iid_grad-noise_g_seed1,cifar10,iid,grad_noise,main,,1,flirds_mult,0.51975,0.26800000000000007,0.385125,0.6958779617007467,1.0,,,,,,
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,vanilla,0.258625,0.0,0.37675000000000003,0.0,,,,,,,
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,oracle_excl,0.635375,0.37675000000000003,0.37675000000000003,1.0,,66.0,,,,,
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,random_excl,0.2535,-0.005124999999999991,0.37675000000000003,-0.013603185136031825,,,,,,,
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,flirds_gate_v1,0.580375,0.32175,0.37675000000000003,0.8540145985401458,1.0,79.0,702.0,222.0,0.6837606837606838,98.0,58.0
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,flirds_gate_v2,0.624375,0.36575,0.37675000000000003,0.9708029197080291,1.0,55.0,4866.0,833.0,0.8288121660501439,53.0,13.0
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,flirds_zgate_v2,0.324125,0.0655,0.37675000000000003,0.1738553417385534,1.0,,,,,,
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,flirds_gatew_v2,0.6265,0.36787499999999995,0.37675000000000003,0.9764432647644324,1.0,52.0,4518.0,542.0,0.8800354138999558,51.0,11.0
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,flirds_gatew_v1,0.570375,0.31174999999999997,0.37675000000000003,0.8274717982747178,1.0,62.0,661.0,176.0,0.7337367624810892,96.0,56.0
cifar10_iid_grad-noise_g_seed2,cifar10,iid,grad_noise,main,,2,flirds_mult,0.527125,0.26849999999999996,0.37675000000000003,0.7126741871267417,1.0,,,,,,
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,vanilla,0.630625,0.0,-0.001375000000000015,,,70.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,oracle_excl,0.62925,-0.001375000000000015,-0.001375000000000015,,,69.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,random_excl,0.612625,-0.018000000000000016,-0.001375000000000015,,,76.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,flirds_gate_v1,0.607625,-0.02300000000000002,-0.001375000000000015,,0.6931483816729719,67.0,360.0,187.0,0.48055555555555557,93.0,57.0
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,flirds_gate_v2,0.6245,-0.006124999999999936,-0.001375000000000015,,0.575031525851198,70.0,914.0,301.0,0.6706783369803063,17.0,6.0
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,flirds_zgate_v2,0.621625,-0.009000000000000008,-0.001375000000000015,,0.6477511559478772,73.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,flirds_gatew_v2,0.618125,-0.012499999999999956,-0.001375000000000015,,0.37620849096258935,72.0,587.0,227.0,0.6132879045996593,19.0,11.0
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,flirds_gatew_v1,0.61925,-0.011375000000000024,-0.001375000000000015,,0.6300966792770072,76.0,304.0,165.0,0.45723684210526316,92.0,57.0
cifar10_iid_label-flip_fr0.15_g_seed0,cifar10,iid,label_flip,main,0.15,0,flirds_mult,0.625625,-0.0050000000000000044,-0.001375000000000015,,0.3858764186633039,70.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,vanilla,0.630375,0.0,0.0050000000000000044,,,72.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,oracle_excl,0.635375,0.0050000000000000044,0.0050000000000000044,,,68.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,random_excl,0.60325,-0.027125000000000066,0.0050000000000000044,,,85.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,flirds_gate_v1,0.628375,-0.0020000000000000018,0.0050000000000000044,,0.6274038461538461,72.0,378.0,163.0,0.5687830687830688,95.0,48.0
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,flirds_gate_v2,0.6225,-0.007874999999999965,0.0050000000000000044,,0.6466346153846154,73.0,1686.0,144.0,0.9145907473309609,29.0,5.0
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,flirds_zgate_v2,0.636625,0.006249999999999978,0.0050000000000000044,,0.7303685897435896,71.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,flirds_gatew_v2,0.612,-0.01837500000000003,0.0050000000000000044,,0.500801282051282,75.0,1161.0,223.0,0.8079242032730405,24.0,8.0
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,flirds_gatew_v1,0.627,-0.003375000000000017,0.0050000000000000044,,0.6646634615384616,75.0,312.0,128.0,0.5897435897435898,91.0,45.0
cifar10_iid_label-flip_fr0.15_g_seed1,cifar10,iid,label_flip,main,0.15,1,flirds_mult,0.63025,-0.00012500000000004174,0.0050000000000000044,,0.40024038461538464,70.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,vanilla,0.622,0.0,0.006249999999999978,,,69.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,oracle_excl,0.62825,0.006249999999999978,0.006249999999999978,,,62.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,random_excl,0.589375,-0.032625000000000015,0.006249999999999978,,,91.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,flirds_gate_v1,0.612625,-0.009375000000000022,0.006249999999999978,,0.7133681252509032,71.0,390.0,160.0,0.5897435897435898,95.0,48.0
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,flirds_gate_v2,0.621375,-0.0006249999999999867,0.006249999999999978,,0.6499397832195907,69.0,1601.0,282.0,0.8238600874453467,28.0,9.0
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,flirds_zgate_v2,0.6175,-0.0044999999999999485,0.006249999999999978,,0.6989160979526294,66.0,,,,,
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,flirds_gatew_v2,0.610875,-0.011125000000000052,0.006249999999999978,,0.4897631473303894,71.0,1271.0,258.0,0.7970102281667978,25.0,8.0
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,flirds_gatew_v1,0.614125,-0.007874999999999965,0.006249999999999978,,0.7101565636290647,74.0,314.0,123.0,0.60828025477707,90.0,46.0
cifar10_iid_label-flip_fr0.15_g_seed2,cifar10,iid,label_flip,main,0.15,2,flirds_mult,0.617,-0.0050000000000000044,0.006249999999999978,,0.3693295865114411,64.0,,,,,
cifar10_iid_label-flip_fr0.35_g_seed0,cifar10,iid,label_flip,main,0.35,0,vanilla,0.594875,0.0,0.03437499999999993,0.0,,92.0,,,,,
cifar10_iid_label-flip_fr0.35_g_seed0,cifar10,iid,label_flip,main,0.35,0,oracle_excl,0.62925,0.03437499999999993,0.03437499999999993,1.0,,69.0,,,,,
cifar10_iid_label-flip_fr0.35_g_seed0,cifar10,iid,label_flip,main,0.35,0,random_excl,0.59625,0.001374999999999904,0.03437499999999993,0.03999999999999729,,,,,,,
cifar10_iid_label-flip_fr0.35_g_seed0,cifar10,iid,label_flip,main,0.35,0,flirds_gate_v1,0.62475,0.029874999999999985,0.03437499999999993,0.8690909090909104,0.9638503572929802,78.0,446.0,126.0,0.7174887892376681,88.0,49.0
cifar10_iid_label-flip_fr0.35_g_seed0,cifar10,iid,label_flip,main,0.35,0,flirds_gate_v2,0.6105,0.015625,0.03437499999999993,0.4545454545454554,0.7650273224043715,72.0,3157.0,187.0,0.9407665505226481,38.0,4.0
